Profile,Year,Landform,subLandform,LF3,LF5,Easting,Northing,Latitude,Longitude,Horizon,Horiz.simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Depth.cat,Gravel.pct,Sand.pct,Silt.pct,Clay.pct,Sand.corr,Silt.corr,Clay.corr,Gravel.clr,Sand.clr,Silt.clr,Clay.clr,Bulk.density,C.pct,N.pct,C.N.ratio,pH.H2O,pH.CaCl2,EC,CEC,Al_ex,Ca_ex,K_ex,Mg_ex,Na_ex,Al.clr,Ca.clr,K.clr,Mg.clr,Na.clr
74,2017,Valley_floor,Lower_slope,Depos,VF,498125,6403455,116.98,-32.50619,A,A,0-17,0,17,8.5,5,10.9,85,4.6,10.4,75.7,4.1,9.3,-0.200372792,1.73764258,-1.178148607,-0.359121181,1.52,0.7,0.07,10.5,6.1,5.7,4620,4.76,0.005,0.78,0.09,5.52,10.97,-4.528080927,0.521775081,-1.637709169,2.4786143,3.165400714
74,2017,Valley_floor,Lower_slope,Depos,VF,498125,6403455,116.98,-32.50619,E,A2,17-27,17,27,22,25,23.7,79.4,4.3,16.3,60.6,3.3,12.4,0.420127828,1.358947673,-1.551424752,-0.227650748,1.6,0.26,0.09,2.9,6.4,5.6,966,3.57,0.01,0.33,0.04,2.08,3.49,-3.215082385,0.281425177,-1.828788024,2.122455695,2.639989537
74,2017,Valley_floor,Lower_slope,Depos,VF,498125,6403455,116.98,-32.50619,B1,B,27-60,27,60,43.5,50,11.6,50.9,3.1,46,45,2.7,40.7,-0.288281765,1.067375626,-1.74603509,0.966941229,1.7,0.24,0.04,6.8,5.6,5.3,1558,7.11,0.05,0.56,0.1,4.35,6.15,-2.477430687,-0.061516908,-1.784283506,1.988477432,2.334753669
74,2017,Valley_floor,Lower_slope,Depos,VF,498125,6403455,116.98,-32.50619,B2,B2,60-79,60,79,69.5,70,2.8,45.8,8.7,45.7,44.5,8.5,44.4,-1.659984143,1.105885629,-0.549537396,1.10363591,1.75,0.14,0.02,9.1,6.2,5.4,751,14.57,0.03,1.28,0.07,8.66,6.96,-3.142545165,0.61087281,-2.295247305,2.522727454,2.304192206
75,2017,Lower_slope,NA,Depos,LS,498350,6403540,116.9824,-32.50542,A1,A,0-10,0,10,5,5,29.8,82,6.4,11.6,57.6,4.5,8.1,0.633515289,1.292529463,-1.256915708,-0.669129043,1.26,2.58,0.21,12.3,5.6,4.7,87.9,5.93,0.12,4.47,0.48,0.79,0.11,-1.360295226,2.257356718,0.025999135,0.524245976,-1.447306603
75,2017,Lower_slope,NA,Depos,LS,498350,6403540,116.9824,-32.50542,A2,A2,10-15,10,15,12.5,15,53.8,83.2,9.7,7.1,38.4,4.5,3.3,1.402440769,1.065224762,-1.078755301,-1.38891023,1.47,0.82,0.07,12,6.1,5.1,21.7,4.14,0.04,3.11,0.21,0.65,0.05,-1.804592618,2.548905934,-0.146364541,0.983500291,-1.581449066
75,2017,Lower_slope,NA,Depos,LS,498350,6403540,116.9824,-32.50542,B1,B,15-35,15,35,25,25,29.5,83.5,6.4,10.2,58.9,4.5,7.2,0.649792819,1.341243646,-1.230520047,-0.760516418,1.45,0.28,0.03,11.4,6.5,5.3,15.9,2.99,0.06,2,0.14,0.57,0.04,-1.23993649,2.266621408,-0.392638629,1.011355309,-1.645401598
75,2017,Lower_slope,NA,Depos,LS,498350,6403540,116.9824,-32.50542,B2,B2,35-80,35,80,57.5,50,18.6,68.7,8.6,22.7,55.9,7,18.5,-0.02944013,1.07096267,-1.006691561,-0.034830978,1.77,0.2,0.03,6.9,6.4,5.5,21.3,3.92,0.08,1.9,0.14,1.3,0.09,-1.326614853,1.840967678,-0.766999065,1.461478056,-1.208831817
76,2017,Lower_slope,NA,Depos,LS,498036,6403443,116.9791,-32.50629,A,A,0-13,0,13,6.5,5,6.5,75.6,9.9,14.5,70.7,9.3,13.6,-0.870780809,1.515862587,-0.512568586,-0.132513193,1.43,2.55,0.2,13.1,5.3,4.7,333,6.34,0.07,4.17,0.37,1.34,0.67,-2.192579192,1.894596881,-0.527571428,0.759350459,0.066203279
76,2017,Lower_slope,NA,Depos,LS,498036,6403443,116.9791,-32.50629,A2,A2,13-23,13,23,18,15,11.3,62.2,7.8,30,55.2,6.9,26.6,-0.487246851,1.098913377,-0.980528165,0.368861639,1.45,0.61,0.05,11.3,6.3,4.6,53.6,5.17,0.08,2.54,0.02,1.6,0.35,-1.308647432,2.149245294,-2.694941793,1.687084842,0.167259088
76,2017,Lower_slope,NA,Depos,LS,498036,6403443,116.9791,-32.50629,B,B,23-68,23,68,45.5,50,16.5,41.6,4.6,53.8,34.7,3.8,44.9,-0.069024351,0.674354955,-1.537383666,0.932053062,1.42,0.35,0.06,6.2,5.8,5,120.2,6.9,0.1,2.4,0.01,3.09,0.48,-1.174968168,2.003085663,-3.477553261,2.255788016,0.39364775
76,2017,Lower_slope,NA,Depos,LS,498036,6403443,116.9791,-32.50629,B,B,68-82,68,82,75,70,7.6,34.2,7.7,58.1,31.6,7.1,53.7,-0.828055041,0.596953832,-0.896108504,1.127209713,1.36,0.4,0.05,7.5,5.8,4.9,98,6.92,0.08,2.43,0.005,3.2,0.49,-1.228457878,2.185162024,-4.0010466,2.460421576,0.583920878
77,2017,Valley_floor,NA,Depos,VF,497749,6403736,116.976,-32.50365,A,A,0-10,0,10,5,5,93.5,91.4,5.1,3.7,5.9,0.3,0.2,3.663085669,0.900076583,-2.078848572,-2.48431368,1.59,0.88,0.06,14.4,5.3,4.6,87.4,1.52,0.005,1.54,0.02,0.18,0.05,-2.600499635,3.129600148,-1.214205274,0.983019303,-0.297914542
77,2017,Valley_floor,NA,Depos,VF,497749,6403736,116.976,-32.50365,E,A2,10-22,10,22,16,15,58.1,93.3,2.8,3.8,39.1,1.2,1.6,1.967012335,1.570969138,-1.912831772,-1.6251497,1.42,0.39,0.03,14.2,5.1,4.3,38.5,1.14,0.05,0.9,0.03,0.14,0.03,-0.579667986,2.310703772,-1.090493609,0.449951432,-1.090493609
77,2017,Valley_floor,NA,Depos,VF,497749,6403736,116.976,-32.50365,B1,B,22-38,22,38,30,35,53,88.4,3.5,7.9,41.5,1.6,3.7,1.601711466,1.35711298,-1.898576818,-1.060247628,1.66,0.43,0.03,14.9,5.8,4.8,27.2,0.98,0.05,0.76,0.01,0.17,0.04,-0.422497879,2.298797549,-2.031935792,0.801277552,-0.64564143
77,2017,Valley_floor,NA,Depos,VF,497749,6403736,116.976,-32.50365,B2,B2,38-65,38,65,51.5,50,64.3,56.4,4.7,38.7,20.1,1.7,13.8,1.583665559,0.420825743,-2.049265821,0.04477452,1.47,0.23,0.03,8.1,5.7,4.6,36.5,3.42,0.16,1.32,0.01,1.04,0.12,-0.184348917,1.925864284,-2.956937639,1.68745326,-0.472030989
78,2017,Lower_slope,NA,Depos,LS,495287,6404011,116.9498,-32.50116,A1,A,0-14,0,14,7,5,9.3,97,2,1,88,1.8,0.9,0.432570059,2.679892474,-1.209657676,-1.902804857,1.4,1.17,0.09,12.8,4.2,3.7,99,2.5,0.2,1.1,0.2,0.2,0.1,-0.202320182,1.50242791,-0.202320182,-0.202320182,-0.895467363
78,2017,Lower_slope,NA,Depos,LS,495287,6404011,116.9498,-32.50116,A2,A2,14-37,14,37,25.5,25,11.2,91.5,2,6.5,81.3,1.8,5.8,0.125987684,2.108219922,-1.702139429,-0.532068177,1.4,0.23,0.02,10,3.6,3.4,24.6,2.2,0.4,0.3,0.005,0.1,0.005,2.087605941,1.799923868,-2.294420694,0.701311579,-2.294420694
78,2017,Lower_slope,NA,Depos,LS,495287,6404011,116.9498,-32.50116,B1,B,37-58,37,58,47.5,50,18.9,88.2,8.8,3,71.5,7.1,2.4,0.428056199,1.758591726,-0.551010939,-1.635636986,1.6,0.08,0.02,4.5,4.1,3.7,12.2,1.2,0.2,0.3,0.005,0.2,0.005,1.39445876,1.799923868,-2.294420694,1.39445876,-2.294420694
78,2017,Lower_slope,NA,Depos,LS,495287,6404011,116.9498,-32.50116,B2,B2,58-90,58,90,74,70,12,59.4,5.6,35,52.3,4.9,30.8,-0.379756579,1.092333142,-1.275428024,0.562851461,1.8,0.19,0.04,4.7,4.5,3.9,40,8,0.4,1.1,0.005,4.9,0.3,0.230516372,1.242117283,-4.151510263,2.736042309,-0.057165701
79,2017,Mid-slope,NA,Eros,MS,495601,6403548,116.9532,-32.50534,A1,A,0-15,0,15,7.5,5,6.9,90.5,6.7,2.7,84.3,6.2,2.5,-0.345164414,2.15769604,-0.452136533,-1.360395093,1.5,1.69,0.11,14.9,5.08,4,49.5,2.1,0.4,0.8,0.005,0.2,0.2,1.015034763,1.708181944,-3.366991872,0.321887582,0.321887582
79,2017,Mid-slope,NA,Eros,MS,495601,6403548,116.9532,-32.50534,A2,A2,15-30,15,30,22.5,25,7.2,93.6,3,3.5,86.9,2.8,3.2,-0.183821295,2.306855711,-1.128282904,-0.994751512,1.6,0.28,0.02,13.9,4.96,4.03,23.1,0.9,0.3,0.3,0.005,0.1,0.1,1.258313828,1.258313828,-2.836030734,0.159701539,0.159701539
79,2017,Mid-slope,NA,Eros,MS,495601,6403548,116.9532,-32.50534,B1,B,30-40,30,40,35,35,7.7,92.3,4.5,3.2,85.2,4.2,3,-0.213759315,2.19002179,-0.819895119,-1.156367355,1.7,0.07,0.01,11.2,5.25,3.95,19.5,0.7,0.2,0.1,0.005,0.1,0.1,1.153664199,0.460517019,-2.535215255,0.460517019,0.460517019
79,2017,Mid-slope,NA,Eros,MS,495601,6403548,116.9532,-32.50534,B2,B2,40-100,40,100,70,70,9.2,71.3,9.3,19.4,64.7,8.4,17.6,-0.627070339,1.323487378,-0.718042118,0.021625079,1.9,0.12,0.01,12.7,5.5,4.06,45.8,3.6,0.3,0.4,0.1,1,0.3,-0.078608518,0.209073555,-1.177220806,1.125364287,-0.078608518
80,2017,Valley_floor,NA,Depos,VF,496179,6403888,116.9593,-32.50227,A1,A,0-12,0,12,6,5,18.2,84.9,7.6,7.6,69.4,6.2,6.2,0.203819833,1.542285106,-0.873052469,-0.873052469,1.5,1.99,0.15,13.1,7.1,4.22,20.88,5.2,0.2,2.3,0.2,0.4,0.2,-0.627098843,1.815248192,-0.627098843,0.066048337,-0.627098843
80,2017,Valley_floor,NA,Depos,VF,496179,6403888,116.9593,-32.50227,A2,A2,12-23,12,23,17.5,15,12,77.1,7.5,15.3,67.8,6.6,13.5,-0.312900395,1.41875515,-0.910737396,-0.195117359,1.6,1.23,0.09,14.2,7,5.06,8.55,7.5,0.1,3.4,0.005,1,0.1,-0.566642669,2.959717856,-3.562374942,1.735942424,-0.566642669
80,2017,Valley_floor,NA,Depos,VF,496179,6403888,116.9593,-32.50227,B2.1,NA,23-42,23,42,32.5,35,13.2,79.2,4.5,16.3,68.7,3.9,14.1,-0.124062515,1.525469854,-1.343302792,-0.058104547,1.6,0.86,0.07,12.8,7.19,5.24,12.45,7.8,0.1,3.6,0.1,1.3,0.2,-1.368323095,2.215195843,-1.368323095,1.196626262,-0.675175915
80,2017,Valley_floor,NA,Depos,VF,496179,6403888,116.9593,-32.50227,B2.2,NA,42-49,42,49,45.5,50,14.3,78.6,4.6,16.8,67.4,3.9,14.4,-0.064517791,1.485867689,-1.363800776,-0.057549122,1.7,0.4,0.05,8.3,6.51,5.34,11.6,5.9,0.005,2.1,0.005,1.4,0.2,-3.072784754,2.967469958,-3.072784754,2.562004849,0.6160947
80,2017,Valley_floor,NA,Depos,VF,496179,6403888,116.9593,-32.50227,B2.3,NA,49-70,49,70,59.5,50,15.7,79.4,5.5,15.1,66.9,4.6,12.7,-0.002468782,1.447069473,-1.230073191,-0.214527501,1.7,0.25,0.03,8.1,6.97,5.38,9.86,5,0.005,1.6,0.005,1.2,0.1,-2.848938439,2.919382557,-2.848938439,2.631700485,0.146793835
80,2017,Valley_floor,NA,Depos,VF,496179,6403888,116.9593,-32.50227,B2.4,NA,70-100,70,100,85,90,43.1,82.5,4.8,12.7,46.9,2.7,7.2,1.118804629,1.203299308,-1.651466595,-0.670637342,1.8,0.12,0.02,7.1,6.71,5.8,13.97,4.6,0.1,1.1,0.1,1.1,0.2,-1.097787545,1.300107728,-1.097787545,1.300107728,-0.404640365
81,2017,Sub_valley_floor,NA,Depos,VF,495842,6404279,116.9557,-32.49875,A1,A,0-13,0,13,6.5,5,12,91.2,8.8,0.05,80.3,7.7,0.025,1.179152363,3.080015335,0.735466042,-4.99463374,0.9,8.81,0.64,13.8,6.3,5.8,191.1,30,0.005,16.6,0.1,11.5,1.3,-4.880959674,3.226760388,-1.8852274,2.859704728,0.679721957
81,2017,Sub_valley_floor,NA,Depos,VF,495842,6404279,116.9557,-32.49875,A2,A2,13-38,13,38,25.5,25,17,92,2.5,5.5,76.4,2.1,4.6,0.473915922,1.976685274,-1.617360077,-0.833241119,1.7,0.23,0.03,7.9,6.6,5.69,97.1,2,0.1,0.7,0.1,1,0.4,-1.126957921,0.818952228,-1.126957921,1.175627172,0.25933644
81,2017,Sub_valley_floor,NA,Depos,VF,495842,6404279,116.9557,-32.49875,E,A2,38-64,38,64,51,50,32,84.6,6.6,8.8,57.5,4.5,6,0.762396474,1.348445519,-1.199262032,-0.91157996,1.7,0.17,0.03,5.3,6.2,5.91,92.7,1.7,0.005,0.5,0.1,1.1,0.4,-3.475311328,1.129858858,-0.479579055,1.918316218,0.906715307
81,2017,Sub_valley_floor,NA,Depos,VF,495842,6404279,116.9557,-32.49875,B,B,64-100,64,100,82,90,60,97.2,2.8,0.05,38.9,1.1,0.025,3.053902178,2.620551866,-0.945132205,-4.729321839,1.7,0.21,0.03,7.4,6.8,6.01,253,1.6,0.005,0.4,0.1,1,0.5,-3.456249292,0.925777343,-0.460517019,1.842068074,1.148920894
82,2017,Mid-slope,NA,Eros,MS,499186,6404600,116.9913,-32.49586,A,A,0-14,0,14,7,5,8,88.8,4.9,6.4,81.7,4.5,5.9,-0.360939781,1.962672679,-0.936303926,-0.665428972,1.3,1.91,0.13,14.3,5.65,5.57,56.3,5.1,0.005,4.4,0.1,0.6,0.1,-3.511775639,3.268146268,-0.516043366,1.275716103,-0.516043366
82,2017,Mid-slope,NA,Eros,MS,499186,6404600,116.9913,-32.49586,B1,B,14-32,14,32,23,25,30,88.1,5.6,6.3,61.7,3.9,4.4,0.80968178,1.530768329,-1.230539049,-1.109911061,1.6,0.69,0.05,14.8,4.62,4.41,22.35,1.9,0.1,1.2,0.005,0.2,0.1,-0.036464311,2.448442338,-3.032196585,0.656682869,-0.036464311
82,2017,Mid-slope,NA,Eros,MS,499186,6404600,116.9913,-32.49586,B2.1,NA,32-57,32,57,44.5,50,11,74.9,4.4,20.8,66.7,3.9,18.5,-0.321316605,1.480993075,-1.358235325,0.198558854,1.6,0.22,0.02,9.7,5.54,3.82,13.26,2.3,0.3,0.7,0.005,0.6,0.1,0.730502362,1.577800222,-3.3638422,1.423649543,-0.368109927
82,2017,Mid-slope,NA,Eros,MS,499186,6404600,116.9913,-32.49586,B2.2,NA,57-64,57,64,60.5,70,19,24.9,7.6,67.5,20.2,6.2,54.7,0.000305333,0.061548958,-1.119584354,1.057730063,NA,0.26,0.03,8.3,6.33,3.95,37.6,8.1,0.8,1,0.1,3.7,1,0.020335614,0.243479165,-2.059105928,1.551811985,0.243479165
83,2017,Mid-slope,NA,Eros,MS,499543,6404302,116.9951,-32.49855,A1,A,0-11,0,11,5.5,5,0.1,92.5,4.8,2.8,92.5,4.8,2.8,-3.508299815,3.321493923,0.362901196,-0.176095304,1.3,2.46,0.15,16.5,6,4.36,100.3,2.9,0.3,2.4,0.1,0.3,0.1,0.023556607,2.102998149,-1.075055682,0.023556607,-1.075055682
83,2017,Mid-slope,NA,Eros,MS,499543,6404302,116.9951,-32.49855,A2,A2,11-27,11,27,19,15,0.1,90,3.3,6.8,90,3.3,6.8,-3.629602507,3.172792256,-0.133094946,0.589905198,1.6,0.38,0.03,13.9,5.15,5.16,16.3,0.6,1.3,0.3,0.1,0.1,0.005,2.431383483,0.965046414,-0.133565875,-0.133565875,-3.129298148
83,2017,Mid-slope,NA,Eros,MS,499543,6404302,116.9951,-32.49855,B1,B,27-47,27,47,37,35,0.1,93.3,3.5,3.2,93.3,3.5,3.2,-3.464872291,3.37353291,0.09047577,0.000863612,1.5,0.15,0.02,6.3,5.19,4.12,18.1,0.4,0.2,0.2,0.005,0.005,0.005,2.213327672,2.213327672,-1.475551782,-1.475551782,-1.475551782
83,2017,Mid-slope,NA,Eros,MS,499543,6404302,116.9951,-32.49855,B2,B2,47-70,47,70,58.5,50,0.1,78.2,16.3,5.5,78.2,16.3,5.5,-3.940734532,2.721120209,1.153015669,0.066598654,1.8,0.09,0.02,4.2,6.08,5.45,25.7,2.1,0.6,0.7,0.1,0.7,0.2,0.51641408,0.670564759,-1.27534539,0.670564759,-0.582198209
84,2017,Valley_floor,NA,Depos,VF,499525,6403063,116.9949,-32.50972,A1,A,0-10,0,10,5,5,5.4,89.9,5.2,4.9,85,4.9,4.6,-0.624686476,2.131565827,-0.721850225,-0.785029126,1.7,0.97,0.08,11.7,7.6,6.6,836,5.7,0.1,2.3,0.1,2.9,4.1,-2.043272423,1.092221793,-2.043272423,1.324023407,1.670299644
84,2017,Valley_floor,NA,Depos,VF,499525,6403063,116.9949,-32.50972,A2,A2,10-23,10,23,16.5,15,6.9,93.5,4,2.5,87,3.7,2.3,-0.203146457,2.33124025,-0.826335049,-1.301758745,1.7,0.23,0.02,14.4,7.73,6.64,404,2.2,0.005,0.9,0.1,1.3,1.6,-3.90353835,1.289418501,-0.907806077,1.657143281,1.864782646
84,2017,Valley_floor,NA,Depos,VF,499525,6403063,116.9949,-32.50972,B1,B,23-34.5,23,34.5,28.75,25,2.1,92.5,3.7,3.7,90.6,3.6,3.6,-1.210627467,2.553889401,-0.671630967,-0.671630967,1.8,0.11,0.02,6.6,8.07,6.57,287,2,0.005,0.7,0.1,1.3,1.3,-3.811747592,1.129894831,-0.816015318,1.748934039,1.748934039
84,2017,Valley_floor,NA,Depos,VF,499525,6403063,116.9949,-32.50972,B2,B2,34.5-40,34.5,40,37.25,35,11.3,68.7,5.1,26.2,60.9,4.5,23.2,-0.370763668,1.313666781,-1.291488997,0.348585885,NA,0.21,0.03,6.2,8.28,6.59,332,10.9,0.005,2.7,0.1,6,3.2,-4.567769285,1.723799855,-1.572037011,2.522307551,1.893698891
84,2017,Valley_floor,NA,Depos,VF,499525,6403063,116.9949,-32.50972,C,C,40-100,40,100,70,70,77.4,82.8,13.2,4,18.7,3,0.9,2.281296261,0.860833004,-0.969078231,-2.173051035,NA,NA,NA,NA,8.14,6.65,631,3.3,0.1,1,0.1,2.2,1.7,-1.645368178,0.657216915,-1.645368178,1.445674275,1.187845166
85,2017,Lower_slope,Sub_valley_floor,Depos,LS,499038,6403680,116.9898,-32.50416,A,A,0-16,0,16,8,5,3.7,72.7,11,16.3,70,10.6,15.7,-1.359502874,1.580659548,-0.306981693,0.085825019,1.2,2.59,0.25,10.4,4.9,5.2,38.8,30.5,0.005,16.1,2.8,9.5,0.5,-5.311970555,2.765166084,1.015966229,2.23763861,-0.706800369
85,2017,Lower_slope,Sub_valley_floor,Depos,LS,499038,6403680,116.9898,-32.50416,B1,B,16-30,16,30,23,25,11.8,67,7.7,25.3,59.1,6.8,22.3,-0.424110405,1.187020988,-0.975287324,0.212376742,1.2,1.62,0.15,11,5.25,5.3,29.5,43.2,0.005,19.3,3.5,18.8,1.6,-5.761999606,2.496422857,0.789080729,2.47017463,0.00632139
85,2017,Lower_slope,Sub_valley_floor,Depos,LS,499038,6403680,116.9898,-32.50416,B2,B2,30-60,30,60,45,50,79,69.8,8.1,22.1,14.7,1.7,4.6,2.090952877,0.409352519,-1.747866724,-0.752438672,1.4,2.34,0.23,10.2,6.4,5.5,38.2,33.2,0.005,18.7,2.3,10.8,0.5,-5.328220213,2.898620677,0.803006276,2.349643287,-0.723050027
85,2017,Lower_slope,Sub_valley_floor,Depos,LS,499038,6403680,116.9898,-32.50416,C,C,60-100,60,100,80,90,19.4,70,6.5,23.5,56.4,5.2,18.9,0.068882373,1.136078465,-1.247732067,0.042771229,NA,0.9,0.091,9.5,6.8,5.6,30.4,24.5,0.005,14.5,2.8,5.7,0.3,-5.086706181,2.885759835,1.241230603,1.952077361,-0.992361618
86,2017,Lower_slope,Mid-slope,Depos,LS,500472,6406189,117.005,-32.48152,A,A,0-10,0,10,5,5,37,89.1,4.8,6.1,56.1,3,3.8,1.093001143,1.509219042,-1.419304481,-1.182915703,1.26,2.8,0.18,15,6.86,5.55,85.1,6.7,0.1,5.7,0.2,0.8,0.1,-1.363127998,2.67992327,-0.669980817,0.716313544,-1.363127998
86,2017,Lower_slope,Mid-slope,Depos,LS,500472,6406189,117.005,-32.48152,B1,B,10-35,10,35,22.5,25,64,89.9,0.8,9.3,32.4,0.3,3.3,2.252135291,1.57141063,-3.110720597,-0.712825324,1.57,0.8,0.04,19.1,6.36,4.78,22.11,2.9,0.1,2.1,0.1,0.5,0.1,-0.93079207,2.113730368,-0.93079207,0.678645842,-0.93079207
86,2017,Lower_slope,Mid-slope,Depos,LS,500472,6406189,117.005,-32.48152,B2,B2,35-72,35,72,53.5,50,21,58.6,2.8,38.5,46.3,2.2,30.4,0.273881346,1.064500869,-1.982183732,0.643801517,1.63,0.2,0.01,16.1,6.41,5.46,33.5,3.6,0.3,0.5,0.1,2.2,0.1,-0.061206242,0.449619382,-1.159818531,1.931223922,-1.159818531
87,2017,Valley_floor,Lower_slope,Depos,VF,500369,6406448,117.0039,-32.47919,A1,A,0-15,0,15,7.5,5,10,65.8,30.2,4.1,59.2,27.2,3.7,-0.446179014,1.332157435,0.554452866,-1.440431287,1.61,1.7,0.13,13.2,6.45,5.41,98.7,4.3,0.005,3.2,0.1,0.5,0.4,-3.688879454,2.772588722,-0.693147181,0.916290732,0.693147181
87,2017,Valley_floor,Lower_slope,Depos,VF,500369,6406448,117.0039,-32.47919,B1,B,15-42,15,42,28.5,25,10,70.8,25.6,3.6,63.7,23,3.2,-0.386268577,1.465330892,0.446640546,-1.525702861,1.83,0.2,0.03,7.2,6.09,4.74,44,1.5,1.1,0.6,0.1,0.4,0.2,1.144076016,0.537940212,-1.253819257,0.132475104,-0.560672076
87,2017,Valley_floor,Lower_slope,Depos,VF,500369,6406448,117.0039,-32.47919,B2-1,B2,42-72,42,72,57,50,10,80.9,6.2,12.9,72.8,5.6,11.6,-0.388433093,1.596697769,-0.968251588,-0.240013088,2.05,0.2,0.02,7.2,6.32,5.3,41,3.4,1,0.3,0.1,1.6,0.5,0.74594029,-0.458032515,-1.556644803,1.215943919,0.052793109
87,2017,Valley_floor,Lower_slope,Depos,VF,500369,6406448,117.0039,-32.47919,B2-2,NA,72-100,72,100,86,90,15,76,14.3,9.7,64.6,12.2,8.2,-0.162408478,1.297755731,-0.369022728,-0.766324525,1.96,0.1,0.02,6.3,6.14,5.28,111.4,4.6,0.2,0.4,0.005,2.5,1,-0.227886857,0.465260324,-3.916766311,2.297841788,1.381551056
88,2017,Valley_floor,NA,Depos,VF,500517,6406387,117.0055,-32.47974,Ap,A,0-2,0,2,1,5,7.3,87.7,5.5,6.8,81.3,5.1,6.3,-0.476078286,1.934193382,-0.834712095,-0.623403001,NA,2.5,0.11,22.3,5.73,3.67,5500,3.6,0.7,0.3,0.2,8.3,35.9,-0.862056374,-1.709354234,-2.114819342,1.610874085,3.075355866
88,2017,Valley_floor,NA,Depos,VF,500517,6406387,117.0055,-32.47974,B1,B,2-42,2,42,22,25,14.6,46.5,9.8,43.7,39.7,8.4,37.3,-0.346377909,0.65395175,-0.899167731,0.591593889,NA,0.5,0.04,10.6,5.45,3.77,1255,19.8,0.4,0.4,0.1,13.5,10.5,-1.080070409,-1.080070409,-2.46636477,2.438910008,2.18759558
88,2017,Valley_floor,NA,Depos,VF,500517,6406387,117.0055,-32.47974,B2e,NA,42-73,42,73,57.5,50,58.2,23,12.9,64.2,9.6,5.4,26.8,1.238773031,-0.563349225,-1.13871337,0.463289564,NA,0.2,0.01,11.8,5.5,4.13,1133,26.7,0.1,0.6,0.1,18.4,12.5,-2.367001793,-0.575242324,-2.367001793,2.847933965,2.461311944
89,2017,Mid-slope,NA,Eros,MS,499731,6407110,116.9971,-32.47322,A1,A,0-14,0,14,7,5,12.8,87.3,8.4,4.3,76.1,7.3,3.7,0.00502002,1.787623114,-0.556550803,-1.236092331,1.274,2.8,0.26,10.8,5.15,5.85,610,8.3,0.005,6.4,0.9,1.3,1.2,-4.677778552,2.476836804,0.515178298,0.882903079,0.802860371
89,2017,Mid-slope,NA,Eros,MS,499731,6407110,116.9971,-32.47322,B1,B,14-22,14,22,18,15,16.5,80.2,11.9,7.9,67,9.9,6.6,0.006446029,1.407778268,-0.504379594,-0.909844703,1.415,0.9,0.07,13.2,5.85,4.72,55.3,5.8,0.1,2,0.3,0.5,0.2,-1.279385931,1.716346343,-0.180773642,0.330051981,-0.58623875
89,2017,Mid-slope,NA,Eros,MS,499731,6407110,116.9971,-32.47322,B2,B2,22-90,22,90,56,50,27.3,82.4,7.4,10.2,59.9,5.4,7.4,0.535026162,1.320815965,-1.085461587,-0.77038054,1.607,0.2,0.04,5.5,6.14,5.6,45.5,4.8,0.005,2.3,0.5,1.5,0.3,-4.106904742,2.024321747,0.498265444,1.596877732,-0.01256018
90,2017,Upper_slope,Mid-slope,Eros,US,499965,6407206,116.9996,-32.47235,A1,A,0-10,0,10,5,5,27.7,88.5,8.3,3.3,64,6,2.4,0.784546487,1.621997158,-0.745126457,-1.661417188,1.34,2,0.15,13.2,5.49,4.56,154,4.8,0.2,3.4,0.4,0.4,0.3,-0.924994563,1.908218781,-0.231847382,-0.231847382,-0.519529455
90,2017,Upper_slope,Mid-slope,Eros,US,499965,6407206,116.9996,-32.47235,B1,B,15-25,15,25,20,25,33.1,81.8,13.5,4.8,54.7,9,3.2,0.784090188,1.286420615,-0.518218517,-1.552292285,1.36,1.3,0.04,36.6,5.9,4.82,116.2,4.4,0.2,3.2,0.3,0.5,0.1,-0.680239476,2.092349246,-0.274774368,0.236051256,-1.373386657
90,2017,Upper_slope,Mid-slope,Eros,US,499965,6407206,116.9996,-32.47235,B2-1,B2,29-39,29,39,34,35,17.7,76.5,11.5,12,63,9.5,9.9,-0.016566841,1.253003246,-0.638839682,-0.597596723,1.52,0.4,0.02,16.2,7.01,5.88,118,6.9,0.2,5,0.1,1.3,0.2,-0.879506164,2.339369661,-1.572653345,0.992296013,-0.879506164
90,2017,Upper_slope,Mid-slope,Eros,US,499965,6407206,116.9996,-32.47235,B2-2,NA,39-77,39,77,58,50,10,78,11,11,70.2,9.9,9.9,-0.482165637,1.466597581,-0.492215972,-0.492215972,1.46,0.2,0.02,11,7.05,6.18,100.1,3.9,0.1,2.9,0.1,0.6,0.1,-1.03181106,2.33548477,-1.03181106,0.759948409,-1.03181106
90,2017,Upper_slope,Mid-slope,Eros,US,499965,6407206,116.9996,-32.47235,C,C,77-87,77,87,82,90,26.6,79,7,14,58,5.1,10.3,0.45522655,1.234758345,-1.196444126,-0.49354077,1.46,0.1,0.02,6.9,6.85,6.23,170.5,4.7,0.1,2.3,0.1,1.8,0.3,-1.424895652,1.710598563,-1.424895652,1.465476105,-0.326283364
91,2017,Residual,NA,Resid,RE,499990,6407578,116.9999,-32.46899,A1,A,0-10,0,10,5,5,0.1,64.8,8.5,26.7,64.8,8.5,26.7,-4.125947653,2.347943044,0.316703604,1.461301006,1.44,3.2,0.1,35.9,5.48,5.05,2970,8.3,0.1,1.2,0.4,4.6,15.8,-2.552487488,-0.067580838,-1.166193127,1.276153908,2.510107545
