"Profile","Landform","subLandform","Easting","Northing","Latitude","Longitude","Horizon","Horiz.simp","Depth.range","Depth.upper","Depth.lower","Depth.mean","Gravel.pct","Sand.pct","Silt.pct","Clay.pct","Bulk.density","C.pct","N.pct","C.N.ratio","pH.H2O","pH.CaCl2","EC","CEC","Al_ex","Ca_ex","K_ex","Mg_ex","Na_ex","LF5","Depth.cat"
89,"Mid-slope",NA,499731,6407110,116.9971,-32.47322,"B1","B","14-22",14,22,18,16.5,80.2,11.9,7.9,"1.415",0.9,0.07,13.2,5.85,4.72,55.3,5.8,0.1,2,0.3,0.5,0.2,"MS",15
89,"Mid-slope",NA,499731,6407110,116.9971,-32.47322,"B2","B2","22-90",22,90,56,27.3,82.4,7.4,10.2,"1.607",0.2,0.04,5.5,6.14,5.6,45.5,4.8,0.005,2.3,0.5,1.5,0.3,"MS",50
90,"Upper_slope","Mid-slope",499965,6407206,116.9996,-32.47235,"A1","A","0-10",0,10,5,27.7,88.5,8.3,3.3,"1.34",2,0.15,13.2,5.49,4.56,154,4.8,0.2,3.4,0.4,0.4,0.3,"US",5
90,"Upper_slope","Mid-slope",499965,6407206,116.9996,-32.47235,"B1","B","15-25",15,25,20,33.1,81.8,13.5,4.8,"1.36",1.3,0.04,36.6,5.9,4.82,116.2,4.4,0.2,3.2,0.3,0.5,0.1,"US",25
90,"Upper_slope","Mid-slope",499965,6407206,116.9996,-32.47235,"B2-1","B2","29-39",29,39,34,17.7,76.5,11.5,12,"1.52",0.4,0.02,16.2,7.01,5.88,118,6.9,0.2,5,0.1,1.3,0.2,"US",35
90,"Upper_slope","Mid-slope",499965,6407206,116.9996,-32.47235,"B2-2",NA,"39-77",39,77,58,10,78,11,11,"1.46",0.2,0.02,11,7.05,6.18,100.1,3.9,0.1,2.9,0.1,0.6,0.1,"US",50
90,"Upper_slope","Mid-slope",499965,6407206,116.9996,-32.47235,"C","C","77-87",77,87,82,26.6,79,7,14,"1.46",0.1,0.02,6.9,6.85,6.23,170.5,4.7,0.1,2.3,0.1,1.8,0.3,"US",90
91,"Residual",NA,499990,6407578,116.9999,-32.46899,"A1","A","0-10",0,10,5,NA,64.8,8.5,26.7,"1.44",0.1,3.2,35.9,5.48,5.05,2970,8.3,0.1,1.2,0.4,4.6,15.8,"RE",5
91,"Residual",NA,499990,6407578,116.9999,-32.46899,"B1","B","Oct-50",10,50,30,NA,46,11.2,42.7,NA,0.005,0.45,18.8,6.59,5.45,769,4.8,0.1,0.1,0.3,1.6,6.3,"RE",35
91,"Residual",NA,499990,6407578,116.9999,-32.46899,"B2","B2","50-85",50,85,67.5,NA,40.3,21,38.7,NA,0.005,0.26,19.5,7.76,6.37,1323,4.5,0.1,0.005,0.3,1.1,9,"RE",70
92,"Residual",NA,499992,6407442,116.9999,-32.47022,"A1","A","0-8",0,8,4,31.3,84.8,6.3,8.9,NA,0.2,5.25,25.9,6.1,4.67,16.92,2,0.1,0.7,0.2,0.3,0.2,"RE",5
92,"Residual",NA,499992,6407442,116.9999,-32.47022,"A2","A2","Aug-21",8,21,14.5,37.2,84.6,9.2,6.2,NA,0.1,4.16,31.4,5.6,4.19,11.89,2,0.5,0.6,0.1,0.6,0.2,"RE",15
92,"Residual",NA,499992,6407442,116.9999,-32.47022,"B2.1",NA,"21-89",21,89,55,53.2,79.2,10.8,10,NA,0.005,0.98,25.3,5.85,5.09,19.06,4.4,0.1,0.1,0.005,3.5,0.3,"RE",50
92,"Residual",NA,499992,6407442,116.9999,-32.47022,"B2.2",NA,"89-100",89,100,94.5,41.5,78.1,9.7,12.3,NA,0.005,0.97,28.1,5.75,5.01,39.5,3.9,0.5,0.1,0.005,3.2,0.6,"RE",90
93,"Nonresid_upland",NA,496966,6406015,116.9677,-32.48309,"A1","A","0-16",0,16,8,2.87,88.2,5.3,6.5,"1.2",5.09,0.25,5.3,6.3,5.5,87.7,10.1,0,7,0.1,2.7,0.6,"US",5
93,"Nonresid_upland",NA,496966,6406015,116.9677,-32.48309,"A2","A2","16-29",16,29,22.5,4.74,89.5,4.3,6.3,"1.6",0.66,0.04,0.7,7,5.5,23.9,2.3,0.1,1.2,0.1,0.8,0.2,"US",25
93,"Nonresid_upland",NA,496966,6406015,116.9677,-32.48309,"B1","B","29-54",29,54,41.5,3.89,91.8,4.5,3.7,"1.5",3.19,0.18,3.4,6.5,4.9,23.8,1.4,0,0.5,0,0.4,0.2,"US",50
93,"Nonresid_upland",NA,496966,6406015,116.9677,-32.48309,"B2","B2","54-86",54,86,70,5.58,69.5,2.5,28,NA,1.57,0.06,1.6,4.4,3.7,106.5,4.4,0.6,0.7,0.1,2,0.6,"US",70
94,"Upper_slope",NA,497408,6405271,116.9724,-32.4898,"A","A","0-10",0,10,5,8.52,94.5,0.2,5.3,"1.3",2.49,0.2,12.6,5.7,4.9,258,13.2,0,7.3,0.2,2.5,0.6,"US",5
94,"Upper_slope",NA,497408,6405271,116.9724,-32.4898,"B1","B","Oct-20",10,20,15,16.43,94.7,0.1,5.2,"1.6",1.1,0.08,14.5,6.2,4.9,27.2,5.4,0.1,3.7,0.2,1.3,0.2,"US",15
94,"Upper_slope",NA,497408,6405271,116.9724,-32.4898,"B2","B2","20-33",20,33,26.5,16.06,94.7,0.1,5.2,"1.6",0.7,0.05,13.7,6.2,5.2,32.9,6.3,0.1,4.3,0.1,1.7,0.2,"US",25
94,"Upper_slope",NA,497408,6405271,116.9724,-32.4898,"B2.2",NA,"33-55",33,55,44,26.17,94.7,0,5.3,"1.2",0.65,0.04,15.1,6.3,5.3,25.9,6.5,0,4.2,0.1,2.1,0.2,"US",50
94,"Upper_slope",NA,497408,6405271,116.9724,-32.4898,"B2.3",NA,"55-65",55,65,60,46.12,94.6,0.2,5.2,"0.9",0.22,0.02,10,6.9,5.6,13.7,5.1,0,2.4,0.1,2.9,0.3,"US",70
95,"Residual",NA,498190,6405398,116.9807,-32.48866,"A1.1",NA,"0-14",0,14,7,24.43,69.4,24.4,6.2,"1",6.92,0.25,27.7,5.4,4.3,153.8,2.3,0.8,0.5,0.1,0.6,0.2,"RE",5
95,"Residual",NA,498190,6405398,116.9807,-32.48866,"A1.2",NA,"14-37",14,37,25.5,46.75,76.2,6.5,17.3,"1.1",3.3,0.14,23.7,4.8,4.3,760,3,0.7,0.1,0.1,2.8,1.6,"RE",25
95,"Residual",NA,498190,6405398,116.9807,-32.48866,"B2.1",NA,"37-47",37,47,42,7.36,67.2,16.8,16,"1.3",1.42,0.08,18,4.5,4.3,810,3,0.7,0,0,3.2,2.2,"RE",50
95,"Residual",NA,498190,6405398,116.9807,-32.48866,"B2.2",NA,"47-80",47,80,63.5,8.15,57.6,19.3,23.1,"1.2",1.1,0.05,21.2,4.6,4.3,807,2.6,0.5,0,0,3,2,"RE",70
96,"Mid-slope",NA,498021,6406009,116.9789,-32.48315,"Ap","A","0-16",0,16,8,5.85,84,10.8,5.3,"1.3",3.19,0.18,17.4,5.3,4.7,71.8,4.8,0.1,2.8,0.1,1.7,0.5,"MS",5
96,"Mid-slope",NA,498021,6406009,116.9789,-32.48315,"A1","A","16-26",16,26,21,7.86,91.6,2.3,6.1,"1.5",1.57,0.06,27.1,6.4,4.9,23.9,4,0.1,1.5,0,2.3,0.5,"MS",25
96,"Mid-slope",NA,498021,6406009,116.9789,-32.48315,"A2e",NA,"26-45",26,45,35.5,7.53,93,4.2,2.8,"1.5",0.09,0.01,6.9,6.1,5.1,34.4,0.8,0,0.3,0,0.7,0.2,"MS",35
96,"Mid-slope",NA,498021,6406009,116.9789,-32.48315,"B1","B","45-63",45,63,54,9.52,90.6,3.3,6.1,"1.8",0.07,0.02,3.9,6.9,5.5,41.6,1.1,0,0.2,0,1,0.2,"MS",50
96,"Mid-slope",NA,498021,6406009,116.9789,-32.48315,"B2","B2","63-100",63,100,81.5,10.85,88,4.5,7.5,"1.6",0.09,0.02,4.7,6.8,5.5,29.9,1.7,0.1,0.2,0,1.1,0.3,"MS",90
97,"Lower_slope",NA,498570,6405704,116.9848,-32.4859,"Ap","A","0-11",0,11,5.5,6.198,89.4,5.4,5.2,"1.4",3,0.16,19,5.1,4.4,94.7,2.5,0.8,1.9,0.1,0.4,0.2,"LS",5
97,"Lower_slope",NA,498570,6405704,116.9848,-32.4859,"A2e",NA,"Nov-35",11,35,23,6.758,85.7,7,7.3,"1.6",0.38,0.03,12,5.4,4.4,38.1,0.7,0.2,0.6,0,0.2,0,"LS",25
97,"Lower_slope",NA,498570,6405704,116.9848,-32.4859,"B1","B","35-50",35,50,42.5,3.069,59.1,8.3,32.6,"1.3",1.05,0.05,20,4.7,4,44.1,2.1,0.6,0.8,0,0.6,0.1,"LS",50
97,"Lower_slope",NA,498570,6405704,116.9848,-32.4859,"B2","B2","50-80",50,80,65,8.465,44.3,8.6,47,"1.2",0.31,0.04,8,4.9,4.3,43.2,3.1,0.9,0.4,0.1,1.9,0.1,"LS",70
98,"Nonresid_upland",NA,497297,6405615,116.9712,-32.4867,"Ap","A","0-13",0,13,6.5,10.99,92,4.3,3.8,"1.5",1.4,0.111,12.6,5.6,5,255.5,3.9,0,3,0.7,0.8,0.2,"US",5
98,"Nonresid_upland",NA,497297,6405615,116.9712,-32.4867,"B1","B","13-28",13,28,20.5,21.468,90.2,8,1.8,"1.7",0.32,0.026,12.3,6.6,5.3,24.1,2.2,0,1.1,0.3,0.2,0,"US",25
98,"Nonresid_upland",NA,497297,6405615,116.9712,-32.4867,"B2","B2","28-62",28,62,45,37.727,91.2,5.8,3,"1.6",0.15,0.015,10,6.8,5.6,18,1.6,0,1,0.2,0.2,0,"US",50
98,"Nonresid_upland",NA,497297,6405615,116.9712,-32.4867,"B3","B3","62-80",62,80,71,16.606,67.4,13.2,19.5,NA,0.18,0.016,11.3,6.8,5.6,36.8,4.6,0.2,2.5,0.3,1.1,0.2,"US",70
99,"Residual",NA,498621,6406819,116.9853,-32.47584,"A","A","0-7",0,7,3.5,19.1,72.7,10.8,16.5,"1.01",9.92,0.3,33.5,4.7,4.57,1888,10,0.1,1.4,0.3,7.6,15.9,"RE",5
99,"Residual",NA,498621,6406819,116.9853,-32.47584,"B2.1",NA,"Jul-30",7,30,18.5,22.5,24.8,29.3,45.9,"1.43",0.87,0.04,23.5,4.05,3.77,1916,5.1,0.5,0.1,0.2,2.7,11.4,"RE",15
99,"Residual",NA,498621,6406819,116.9853,-32.47584,"B2.2",NA,"30-60",30,60,45,42.4,25.7,23.8,50.5,"1.43",0.66,0.04,17.8,3.95,3.67,1515,5.1,0.6,0,0.2,2.8,10.1,"RE",50
99,"Residual",NA,498621,6406819,116.9853,-32.47584,"B2.3",NA,"60-93",60,93,76.5,35.3,22.7,63.5,13.8,"1.43",0.32,0.02,14.5,4.1,3.73,2473,4.8,0.3,0,0.2,2.7,12,"RE",70
100,"Upper_slope",NA,498605,6406597,116.9852,-32.47784,"A1","A","0-10",0,10,5,11.7,90.7,6,3.3,"1.58",1.71,0.11,15,4.8,4.27,229.5,3.4,0.2,2.6,0.1,0.4,0.4,"US",5
100,"Upper_slope",NA,498605,6406597,116.9852,-32.47784,"A2","A2","Oct-20",10,20,15,15.5,86.7,7.8,5.5,"1.48",0.44,0.04,11.6,5.55,4.26,30.3,2.4,0.1,1.5,0.1,0.4,0.1,"US",15
100,"Upper_slope",NA,498605,6406597,116.9852,-32.47784,"B1.1",NA,"22-35",22,35,28.5,16.2,89.2,5.8,5,"1.45",0.26,0.03,8.1,6.3,4.82,24,2.3,0,1.5,0,0.4,0.1,"US",25
100,"Upper_slope",NA,498605,6406597,116.9852,-32.47784,"B1.2",NA,"35-48",35,48,41.5,14.8,86.7,8.8,4.5,"1.48",0.17,0.02,7.7,6.25,4.96,30.1,2.5,0,1,0,0.6,0.2,"US",50
100,"Upper_slope",NA,498605,6406597,116.9852,-32.47784,"B2","B2","48 +",48,100,74,16.6,35.7,9.3,55,NA,0.25,0.04,6.1,5.86,4.92,98.4,10.5,0.1,1.8,0.1,7.4,1,"US",70
101,"Lower_slope","Sub_valley_floor",497600,6406851,116.9745,-32.47555,"A","A","0-21",0,21,10.5,6.7,84.4,6.3,9.3,"1.36",1.91,0.13,14.6,5.54,4.45,16.3,4,0.1,2.5,0,0.8,0.3,"LS",15
101,"Lower_slope","Sub_valley_floor",497600,6406851,116.9745,-32.47555,"B1","B","21-33",21,33,27,9.1,87,4.5,8.5,"1.6",0.55,0.04,12.5,6,4.52,7.1,2.4,0.1,1.3,0,0.6,0.1,"LS",25
101,"Lower_slope","Sub_valley_floor",497600,6406851,116.9745,-32.47555,"B2.1",NA,"33-46",33,46,39.5,18.8,86,5.8,8.3,"1.66",0.15,0.02,10,6.33,4.82,6,1.3,0,0.6,0,0.5,0.3,"LS",35
101,"Lower_slope","Sub_valley_floor",497600,6406851,116.9745,-32.47555,"B2.2",NA,"46 +",46,100,73,20.6,71.8,8.5,19.7,"1.84",0.11,0.03,4.1,6.58,5.05,18.3,2.7,0,0.4,0,1.2,0.5,"LS",70
102,"Lower_slope",NA,497935,6406296,116.978,-32.48056,"Ap","A","0-7",0,7,3.5,13.6,83.3,7.8,8.8,"1.4",3.44,0.28,12.1,5.48,4.88,192,8.8,0,7,0.4,1.5,0.5,"LS",5
102,"Lower_slope",NA,497935,6406296,116.978,-32.48056,"A2","A2","Jul-30",7,30,18.5,11.9,80.8,9.3,9.8,"1.24",1.04,0.08,13.3,6.13,5.19,25.02,7.4,0,5.5,0.1,1.6,0.1,"LS",15
102,"Lower_slope",NA,497935,6406296,116.978,-32.48056,"B1","B","30-65",30,60,45,23.2,91,7.3,1.8,"1.84",0.12,0.02,7.1,6.43,5.6,13.51,1.5,0,0.9,0,0.5,0.1,"LS",50
102,"Lower_slope",NA,497935,6406296,116.978,-32.48056,"B2","B2","65-95",65,95,80,42,93.2,4.8,2,"1.51",0.11,0.02,6.5,6.6,5.74,12.25,1.4,0,0.9,0,0.6,0.1,"LS",90
