OorE,Profile,Easting,Northing,Latitude,Longitude,Horizon,Horiz_simp,Depth.range,Depth.upper,Depth.lower,Depth.mean,Gravel.pct,Sand.pct,Silt.pct,Clay.pct,Bulk.density,C.pct,N.pct,C.N.ratio,pH.H2O,pH.CaCl2,EC.-S.cm,CEC,ex-Al,ex-Ca,ex-K,ex-Mg,ex-Na,munesll.wet,munsell.dry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,73,498861.0,6403134.0,,,B1,NA,23-43,23.0,43.0,33.0,0.0,32.2,10.3,57.6,1.3,0.4,0.1,6.8,5.9,5.1,170.0,7.2,0.3,2.9,0.2,3.1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,73,498861.0,6403134.0,,,B2,NA,43-80,43.0,80.0,61.5,0.1,50.8,13.5,36.4,1.5,0.5,0.1,7.3,6.5,5.8,154.0,7.3,0.0,1.8,0.1,3.9,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,74,498125.0,64033455.0,,,A,A,0-17,0.0,17.0,8.5,10.9,85.0,4.6,10.4,1.5,0.7,0.1,10.5,6.1,5.7,4620.0,4.8,0.0,0.8,0.1,5.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,74,498125.0,64033455.0,,,E,NA,17-27,17.0,27.0,22.0,23.7,79.4,4.3,16.3,1.6,0.3,0.1,2.9,6.4,5.6,966.0,3.6,0.0,0.3,0.0,2.1,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,74,498125.0,64033455.0,,,B1,NA,27-60,27.0,60.0,43.5,11.6,50.9,3.1,46.0,1.7,0.2,0.0,6.8,5.6,5.3,1558.0,7.1,0.1,0.6,0.1,4.3,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,74,498125.0,64033455.0,,,B2,NA,60-79+,60.0,79.0,69.5,2.8,45.8,8.7,45.7,1.8,0.1,0.0,9.1,6.2,5.4,751.0,14.6,0.0,1.3,0.1,8.7,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,75,498350.0,6403540.0,,,A1,A,0-10,0.0,10.0,5.0,29.8,82.0,6.4,11.6,1.3,2.6,0.2,12.3,5.6,4.7,87.9,5.9,0.1,4.5,0.5,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,75,498350.0,6403540.0,,,A2,NA,10-15,10.0,15.0,12.5,53.8,83.2,9.7,7.1,1.5,0.8,0.1,12.0,6.1,5.1,21.7,4.1,0.0,3.1,0.2,0.7,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,75,498350.0,6403540.0,,,B1,NA,15-35,15.0,35.0,25.0,29.5,83.5,6.4,10.2,1.4,0.3,0.0,11.4,6.5,5.3,15.9,3.0,0.1,2.0,0.1,0.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,75,498350.0,6403540.0,,,B2,NA,35-80,35.0,80.0,57.5,18.6,68.7,8.6,22.7,1.8,0.2,0.0,6.9,6.4,5.5,21.3,3.9,0.1,1.9,0.1,1.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,76,498036.0,6403443.0,,,A,A,0-13,0.0,13.0,6.5,6.5,75.6,9.9,14.5,1.4,2.6,0.2,13.1,5.3,4.7,333.0,6.3,0.1,4.2,0.4,1.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,76,498036.0,6403443.0,,,A2,NA,13-23,13.0,23.0,18.0,11.3,62.2,7.8,30.0,1.5,0.6,0.1,11.3,6.3,4.6,53.6,5.2,0.1,2.5,0.0,1.6,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,76,498036.0,6403443.0,,,B,NA,23-68,23.0,68.0,45.5,16.5,41.6,4.6,53.8,1.4,0.3,0.1,6.2,5.8,5.0,120.2,6.9,0.1,2.4,0.0,3.1,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,76,498036.0,6403443.0,,,B,NA,68-82,68.0,82.0,75.0,7.6,34.2,7.7,58.1,1.4,0.4,0.1,7.5,5.8,4.9,98.0,6.9,0.1,2.4,0.0,3.2,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,77,497749.0,6403736.0,,,A,A,0-10,0.0,10.0,5.0,93.5,91.4,5.1,3.7,1.6,0.9,0.1,14.4,5.3,4.6,87.4,1.5,0.0,1.5,0.0,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,77,497749.0,6403736.0,,,E,NA,10-22,10.0,22.0,16.0,58.1,93.3,2.8,3.8,1.4,0.4,0.0,14.2,5.1,4.3,38.5,1.1,0.0,0.9,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,77,497749.0,6403736.0,,,B1,NA,22-38,22.0,38.0,30.0,53.0,88.4,3.5,7.9,1.7,0.4,0.0,14.9,5.8,4.8,27.2,1.0,0.0,0.8,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,77,497749.0,6403736.0,,,B2,NA,38-65,38.0,65.0,51.5,64.3,56.4,4.7,38.7,1.5,0.2,0.0,8.1,5.7,4.6,36.5,3.4,0.2,1.3,0.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,78,495287.0,6404011.0,,,A1,A,0-14,0.0,14.0,7.0,9.3,97.0,2.0,1.0,1.4,1.2,0.1,12.8,4.2,3.7,99.0,2.5,0.2,1.1,0.2,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,78,495287.0,6404011.0,,,A2,NA,14-37,14.0,37.0,25.5,11.2,91.5,2.0,6.5,1.4,0.2,0.0,10.0,3.6,3.4,24.6,2.2,0.4,0.3,0.0,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,78,495287.0,6404011.0,,,B1,NA,37-58,37.0,58.0,47.5,18.9,88.2,8.8,3.0,1.6,0.1,0.0,4.5,4.1,3.7,12.2,1.2,0.2,0.3,0.0,0.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,78,495287.0,6404011.0,,,B2,NA,58-90,58.0,90.0,74.0,12.0,59.4,5.6,35.0,1.8,0.2,0.0,4.7,4.5,3.9,40.0,8.0,0.4,1.1,0.0,4.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,79,495601.0,6403548.0,,,A1,A,0-15,0.0,15.0,7.5,6.9,90.5,6.7,2.7,1.5,1.7,0.1,14.9,5.1,4.0,49.5,2.1,0.4,0.8,0.0,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,79,495601.0,6403548.0,,,A2,NA,15-30,15.0,30.0,22.5,7.2,93.6,3.0,3.5,1.6,0.3,0.0,13.9,5.0,4.0,23.1,0.9,0.3,0.3,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,79,495601.0,6403548.0,,,B1,NA,30-40,30.0,40.0,35.0,7.7,92.3,4.5,3.2,1.7,0.1,0.0,11.2,5.3,4.0,19.5,0.7,0.2,0.1,0.0,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,79,495601.0,6403548.0,,,B2,NA,40-100,40.0,100.0,70.0,9.2,71.3,9.3,19.4,1.9,0.1,0.0,12.7,5.5,4.1,45.8,3.6,0.3,0.4,0.1,1.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,80,496179.0,6403888.0,,,A1,A,0-12,0.0,12.0,6.0,18.2,84.9,7.6,7.6,1.5,2.0,0.2,13.1,7.1,4.2,20.9,5.2,0.2,2.3,0.2,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,80,496179.0,6403888.0,,,A2,NA,12-23,12.0,23.0,17.5,12.0,77.1,7.5,15.3,1.6,1.2,0.1,14.2,7.0,5.1,8.6,7.5,0.1,3.4,0.0,1.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,80,496179.0,6403888.0,,,B2.1,NA,23-42,23.0,42.0,32.5,13.2,79.2,4.5,16.3,1.6,0.9,0.1,12.8,7.2,5.2,12.5,7.8,0.1,3.6,0.1,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,80,496179.0,6403888.0,,,B2.2,NA,42-49,42.0,49.0,45.5,14.3,78.6,4.6,16.8,1.7,0.4,0.1,8.3,6.5,5.3,11.6,5.9,0.0,2.1,0.0,1.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,80,496179.0,6403888.0,,,B2.3,NA,49-70,49.0,70.0,59.5,15.7,79.4,5.5,15.1,1.7,0.3,0.0,8.1,7.0,5.4,9.9,5.0,0.0,1.6,0.0,1.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,80,496179.0,6403888.0,,,B2.4,NA,70+,70.0,100.0,85.0,43.1,82.5,4.8,12.7,1.8,0.1,0.0,7.1,6.7,5.8,14.0,4.6,0.1,1.1,0.1,1.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,81,495842.0,6404279.0,,,A1,A,0-13,0.0,13.0,6.5,12.0,91.2,8.8,0.0,0.9,8.8,0.6,13.8,6.3,5.8,191.1,30.0,0.0,16.6,0.1,11.5,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,81,495842.0,6404279.0,,,A2,NA,13-38,13.0,38.0,25.5,17.0,92.0,2.5,5.5,1.7,0.2,0.0,7.9,6.6,5.7,97.1,2.0,0.1,0.7,0.1,1.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,81,495842.0,6404279.0,,,E,NA,38-64,38.0,64.0,51.0,32.0,84.6,6.6,8.8,1.7,0.2,0.0,5.3,6.2,5.9,92.7,1.7,0.0,0.5,0.1,1.1,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,81,495842.0,6404279.0,,,B,NA,64-100,64.0,100.0,82.0,60.0,97.2,2.8,0.0,1.7,0.2,0.0,7.4,6.8,6.0,253.0,1.6,0.0,0.4,0.1,1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,82,499186.0,6404600.0,,,A,A,0-14,0.0,14.0,7.0,8.0,88.8,4.9,6.4,1.3,0.1,1.9,14.3,5.7,5.6,56.3,5.1,0.0,4.4,0.1,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,82,499186.0,6404600.0,,,B1,NA,14-32,14.0,32.0,23.0,30.0,88.1,5.6,6.3,1.6,0.1,0.7,14.8,4.6,4.4,22.4,1.9,0.1,1.2,0.0,0.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,82,499186.0,6404600.0,,,B2.1,NA,32-57,32.0,57.0,44.5,11.0,74.9,4.4,20.8,1.6,0.0,0.2,9.7,5.5,3.8,13.3,2.3,0.3,0.7,0.0,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,82,499186.0,6404600.0,,,B2.2,NA,57-64,57.0,64.0,60.5,19.0,24.9,7.6,67.5,NA,0.0,0.3,8.3,6.3,4.0,37.6,8.1,0.8,1.0,0.1,3.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,83,499543.0,6404302.0,,,A1,A,0-11,0.0,11.0,5.5,0.0,92.5,4.8,2.8,1.3,2.5,0.2,16.5,6.0,4.4,100.3,2.9,0.3,2.4,0.1,0.3,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,83,499543.0,6404302.0,,,A2,NA,11-27,11.0,27.0,19.0,0.0,90.0,3.3,6.8,1.6,0.4,0.0,13.9,5.2,5.2,16.3,0.6,1.3,0.3,0.1,0.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,83,499543.0,6404302.0,,,B1,NA,27-47,27.0,47.0,37.0,0.0,93.3,3.5,3.2,1.5,0.2,0.0,6.3,5.2,4.1,18.1,0.4,0.2,0.2,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,83,499543.0,6404302.0,,,B2,NA,47-70,47.0,70.0,58.5,0.0,78.2,16.3,5.5,1.8,0.1,0.0,4.2,6.1,5.5,25.7,2.1,0.6,0.7,0.1,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,84,499525.0,6403063.0,,,A1,A,0-10,0.0,10.0,5.0,5.4,89.9,5.2,4.9,1.7,1.0,0.1,11.7,7.6,6.6,836.0,5.7,0.1,2.3,0.1,2.9,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,84,499525.0,6403063.0,,,A2,NA,10-23,10.0,23.0,16.5,6.9,93.5,4.0,2.5,1.7,0.2,0.0,14.4,7.7,6.6,404.0,2.2,0.0,0.9,0.1,1.3,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,84,499525.0,6403063.0,,,B1,NA,23-34.5,23.0,34.5,28.8,2.1,92.5,3.7,3.7,1.8,0.1,0.0,6.6,8.1,6.6,287.0,2.0,0.0,0.7,0.1,1.3,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,84,499525.0,6403063.0,,,B2,NA,34.5-40,34.5,40.0,37.3,11.3,68.7,5.1,26.2,NA,0.2,0.0,6.2,8.3,6.6,332.0,10.9,0.0,2.7,0.1,6.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,84,499525.0,6403063.0,,,C,NA,40+,40.0,100.0,70.0,77.4,82.8,13.2,4.0,NA,NA,NA,NA,8.1,6.7,631.0,3.3,0.1,1.0,0.1,2.2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,85,499038.0,6403680.0,,,A,A,0-16,0.0,16.0,8.0,3.7,72.7,11.0,16.3,1.2,0.3,2.6,10.4,4.9,5.2,38.8,30.5,0.0,16.1,2.8,9.5,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,85,499038.0,6403680.0,,,B1,NA,16-30,16.0,30.0,23.0,11.8,67.0,7.7,25.3,1.2,0.2,1.6,11.0,5.3,5.3,29.5,43.2,0.0,19.3,3.5,18.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,85,499038.0,6403680.0,,,B2,NA,30-60,30.0,60.0,45.0,79.0,69.8,8.1,22.1,1.4,0.2,2.3,10.2,6.4,5.5,38.2,33.2,0.0,18.7,2.3,10.8,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,85,499038.0,6403680.0,,,C,NA,60 +,60.0,100.0,80.0,19.4,70.0,6.5,23.5,NA,0.1,0.9,9.5,6.8,5.6,30.4,24.5,0.0,14.5,2.8,5.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,86,500472.0,6406189.0,,,A,A,0-10,0.0,10.0,5.0,37.0,89.1,4.8,6.1,1.3,2.8,0.2,15.0,6.9,5.6,85.1,6.7,0.1,5.7,0.2,0.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,86,500472.0,6406189.0,,,B1,NA,10-35,10.0,35.0,22.5,64.0,89.9,0.8,9.3,1.6,0.8,0.0,19.1,6.4,4.8,22.1,2.9,0.1,2.1,0.1,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,86,500472.0,6406189.0,,,B2,NA,35-72,35.0,72.0,53.5,21.0,58.6,2.8,38.5,1.6,0.2,0.0,16.1,6.4,5.5,33.5,3.6,0.3,0.5,0.1,2.2,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,87,500369.0,6406448.0,,,A1,A,0-15,0.0,15.0,7.5,10.0,65.8,30.2,4.1,1.6,1.7,0.1,13.2,6.5,5.4,98.7,4.3,0.0,3.2,0.1,0.5,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,87,500369.0,6406448.0,,,B1,NA,15-42,15.0,42.0,28.5,10.0,70.8,25.6,3.6,1.8,0.2,0.0,7.2,6.1,4.7,44.0,1.5,1.1,0.6,0.1,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,87,500369.0,6406448.0,,,B2-1,NA,42-72,42.0,72.0,57.0,10.0,80.9,6.2,12.9,2.1,0.2,0.0,7.2,6.3,5.3,41.0,3.4,1.0,0.3,0.1,1.6,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,87,500369.0,6406448.0,,,B2-2,NA,72-100,72.0,100.0,86.0,15.0,76.0,14.3,9.7,2.0,0.1,0.0,6.3,6.1,5.3,111.4,4.6,0.2,0.4,0.0,2.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,88,500517.0,6406387.0,,,AP,A,0-2,0.0,2.0,1.0,7.3,87.7,5.5,6.8,NA,2.5,0.1,22.3,5.7,3.7,5500.0,3.6,0.7,0.3,0.2,8.3,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,88,500517.0,6406387.0,,,B1,NA,2-42,2.0,42.0,22.0,14.6,46.5,9.8,43.7,NA,0.5,0.0,10.6,5.5,3.8,1255.0,19.8,0.4,0.4,0.1,13.5,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,88,500517.0,6406387.0,,,B2e,NA,42-73,42.0,73.0,57.5,58.2,23.0,12.9,64.2,NA,0.2,0.0,11.8,5.5,4.1,1133.0,26.7,0.1,0.6,0.1,18.4,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,89,499731.0,6407110.0,,,A1,A,0-14,0.0,14.0,7.0,12.8,87.3,8.4,4.3,1.3,2.8,0.3,10.8,5.2,5.9,610.0,8.3,0.0,6.4,0.9,1.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,89,499731.0,6407110.0,,,B1,NA,14-22,14.0,22.0,18.0,16.5,80.2,11.9,7.9,1.4,0.9,0.1,13.2,5.9,4.7,55.3,5.8,0.1,2.0,0.3,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,89,499731.0,6407110.0,,,B2,NA,29-90,22.0,90.0,56.0,27.3,82.4,7.4,10.2,1.6,0.2,0.0,5.5,6.1,5.6,45.5,4.8,0.0,2.3,0.5,1.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,90,499965.0,6407206.0,,,A1,A,0-10,0.0,10.0,5.0,27.7,88.5,8.3,3.3,1.3,2.0,0.2,13.2,5.5,4.6,154.0,4.8,0.2,3.4,0.4,0.4,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,90,499965.0,6407206.0,,,B1,NA,15-25,15.0,25.0,20.0,33.1,81.8,13.5,4.8,1.4,1.3,0.0,36.6,5.9,4.8,116.2,4.4,0.2,3.2,0.3,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,90,499965.0,6407206.0,,,B2-1,NA,29-39,29.0,39.0,34.0,17.7,76.5,11.5,12.0,1.5,0.4,0.0,16.2,7.0,5.9,118.0,6.9,0.2,5.0,0.1,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,90,499965.0,6407206.0,,,B2-2,NA,39-77,39.0,77.0,58.0,10.0,78.0,11.0,11.0,1.5,0.2,0.0,11.0,7.1,6.2,100.1,3.9,0.1,2.9,0.1,0.6,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,90,499965.0,6407206.0,,,C,NA,77-87,77.0,87.0,82.0,26.6,79.0,7.0,14.0,1.5,0.1,0.0,6.9,6.9,6.2,170.5,4.7,0.1,2.3,0.1,1.8,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,91,499990.0,6407578.0,,,A1,A,0-10,0.0,10.0,5.0,NA,64.8,8.5,26.7,1.4,0.1,3.2,35.9,5.5,5.1,2970.0,8.3,0.1,1.2,0.4,4.6,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,91,499990.0,6407578.0,,,B1,NA,10-50,10.0,50.0,30.0,NA,46.0,11.2,42.7,NA,0.0,0.5,18.8,6.6,5.5,769.0,4.8,0.1,0.1,0.3,1.6,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,91,499990.0,6407578.0,,,B2,NA,50-85,50.0,85.0,67.5,NA,40.3,21.0,38.7,NA,0.0,0.3,19.5,7.8,6.4,1323.0,4.5,0.1,0.0,0.3,1.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,92,499992.0,6407442.0,,,A1,A,0-8,0.0,8.0,4.0,31.3,84.8,6.3,8.9,NA,0.2,5.3,25.9,6.1,4.7,16.9,2.0,0.1,0.7,0.2,0.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,92,499992.0,6407442.0,,,A2,NA,8-21,8.0,21.0,14.5,37.2,84.6,9.2,6.2,NA,0.1,4.2,31.4,5.6,4.2,11.9,2.0,0.5,0.6,0.1,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,92,499992.0,6407442.0,,,B2.1,NA,21-89,21.0,89.0,55.0,53.2,79.2,10.8,10.0,NA,0.0,1.0,25.3,5.9,5.1,19.1,4.4,0.1,0.1,0.0,3.5,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,92,499992.0,6407442.0,,,B2.2,NA,89-100,89.0,100.0,94.5,41.5,78.1,9.7,12.3,NA,0.0,1.0,28.1,5.8,5.0,39.5,3.9,0.5,0.1,0.0,3.2,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,93,496966.0,6406015.0,,,A1,A,0-16,0.0,16.0,8.0,2.9,88.2,5.3,6.5,1.2,5.1,0.2,5.3,6.3,5.5,87.7,10.1,0.0,7.0,0.1,2.7,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,93,496966.0,6406015.0,,,A2,NA,16-29,16.0,29.0,22.5,4.7,89.5,4.3,6.3,1.6,0.7,0.0,0.7,7.0,5.5,23.9,2.3,0.1,1.2,0.1,0.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,93,496966.0,6406015.0,,,B1,NA,29-54,29.0,54.0,41.5,3.9,91.8,4.5,3.7,1.5,3.2,0.2,3.4,6.5,4.9,23.8,1.4,0.0,0.5,0.0,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,93,496966.0,6406015.0,,,B2,NA,54-86,54.0,86.0,70.0,5.6,69.5,2.5,28.0,NA,1.6,0.1,1.6,4.4,3.7,106.5,4.4,0.6,0.7,0.1,2.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,94,497408.0,6405271.0,,,A,A,0-10,0.0,10.0,5.0,8.5,94.5,0.2,5.3,1.3,2.5,0.2,12.6,5.7,4.9,258.0,13.2,0.0,7.3,0.2,2.5,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,94,497408.0,6405271.0,,,B1,NA,10-20,10.0,20.0,15.0,16.4,94.7,0.1,5.2,1.6,1.1,0.1,14.5,6.2,4.9,27.2,5.4,0.1,3.7,0.2,1.3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,94,497408.0,6405271.0,,,B2,NA,20-33,20.0,33.0,26.5,16.1,94.7,0.1,5.2,1.6,0.7,0.1,13.7,6.2,5.2,32.9,6.3,0.1,4.3,0.1,1.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,94,497408.0,6405271.0,,,B2.2,NA,33-55,33.0,55.0,44.0,26.2,94.7,0.0,5.3,1.2,0.7,0.0,15.1,6.3,5.3,25.9,6.5,0.0,4.2,0.1,2.1,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,94,497408.0,6405271.0,,,B2.3,NA,55-65,55.0,65.0,60.0,46.1,94.6,0.2,5.2,0.9,0.2,0.0,10.0,6.9,5.6,13.7,5.1,0.0,2.4,0.1,2.9,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,95,498190.0,6405398.0,,,A1.1,A,0-14,0.0,14.0,7.0,24.4,69.4,24.4,6.2,1.0,6.9,0.3,27.7,5.4,4.3,153.8,2.3,0.8,0.5,0.1,0.6,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,95,498190.0,6405398.0,,,A1.2,NA,14-37,14.0,37.0,25.5,46.8,76.2,6.5,17.3,1.1,3.3,0.1,23.7,4.8,4.3,760.0,3.0,0.7,0.1,0.1,2.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,95,498190.0,6405398.0,,,B2.1,NA,37-47,37.0,47.0,42.0,7.4,67.2,16.8,16.0,1.3,1.4,0.1,18.0,4.5,4.3,810.0,3.0,0.7,0.0,0.0,3.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O,95,498190.0,6405398.0,,,B2.2,NA,47-80,47.0,80.0,63.5,8.2,57.6,19.3,23.1,1.2,1.1,0.1,21.2,4.6,4.3,807.0,2.6,0.5,0.0,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,96,498021.0,6406009.0,,,Ap,A,0-16,0.0,16.0,8.0,5.9,84.0,10.8,5.3,1.3,3.2,0.2,17.4,5.3,4.7,71.8,4.8,0.1,2.8,0.1,1.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,96,498021.0,6406009.0,,,A1,NA,16-26,16.0,26.0,21.0,7.9,91.6,2.3,6.1,1.5,1.6,0.1,27.1,6.4,4.9,23.9,4.0,0.1,1.5,0.0,2.3,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,96,498021.0,6406009.0,,,A2e,NA,26-45,26.0,45.0,35.5,7.5,93.0,4.2,2.8,1.5,0.1,0.0,6.9,6.1,5.1,34.4,0.8,0.0,0.3,0.0,0.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E,96,498021.0,6406009.0,,,B1,NA,45-63,45.0,63.0,54.0,9.5,90.6,3.3,6.1,1.8,0.1,0.0,3.9,6.9,5.5,41.6,1.1,0.0,0.2,0.0,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
